Name,Age,Nationality,Overall,Club,Value,Preferred Positions
Kanu,31,Brazil,58,Shimizu S-Pulse,€90K,RB
L. Chiappero,23,Argentina,58,Defensa y Justicia,€120K,GK
M. Procopio,20,Italy,58,Cremonese,€180K,LB
A. Erlingmark,19,Sweden,58,IFK Göteborg,€270K,CM
R. Turner,21,England,58,Morecambe,€180K,LW
C. Wakefield,19,England,58,Stevenage,€270K,RB
A. Egan,19,England,58,AFC Wimbledon,€220K,CM
N. Ennis,18,England,58,Shrewsbury,€290K,ST
K. Khosonov,19,Russia,58,CSKA Moscow,€170K,RB
S. Cleveland,23,United States,58,Chicago Fire Soccer Club,€130K,GK
A. Montiel,23,Argentina,58,Atlético Tucumán,€150K,CB
L. Wasmus,20,Germany,58,Werder Bremen II,€190K,LM
P. Webber,18,England,58,Ipswich Town,€240K,CB
C. Hamilton,22,England,58,Mansfield Town,€200K,RM
C. Bravo,20,Argentina,58,Banfield,€190K,LB
J. Soñora,20,United States,58,VfB Stuttgart,€230K,CAM
D. Keillor-Dunn,19,England,58,Ross County FC,€270K,LM
H. Barış,23,Turkey,58,Göztepe,€150K,CM
R. Cannon,19,United States,58,FC Dallas,€240K,RB
B. Verbong,17,Netherlands,58,VVV-Venlo,€150K,GK
J. Jesgarzewski,23,Germany,58,SV Meppen,€150K,CAM
I. Morris,30,Republic of Ireland,58,Bohemian FC,€90K,LM
J. Albert,25,Guyana,58,US Quevilly-Rouen,€150K,CB
F. Bin Jamayah,22,Saudi Arabia,58,Al Nassr,€200K,RM
C. Storm,22,United States,58,Sporting Kansas City,€160K,LB
C. Stark,19,Germany,58,Hamburger SV,€240K,ST
S. Sørli,21,Norway,58,Kristiansund BK,€190K,LB
M. Drawz,18,Poland,58,Hamburger SV,€230K,RM
N. Marfelt,22,Denmark,58,Sparta Rotterdam,€170K,LB
E. Escobar,25,Mexico,58,Lobos de la BUAP,€130K,LB
D. Rojano,20,Colombia,58,CD Once Caldas Manizales,€180K,CDM
C. Furlong,19,England,58,Milton Keynes Dons,€240K,ST
F. Bay,19,Denmark,58,FC Helsingør,€240K,LWB
Pablo Cacharrón,20,Spain,58,CD Lugo,€180K,GK
A. Georgiou,20,Cyprus,58,Tottenham Hotspur,€280K,LB
I. Rodríguez,24,Mexico,58,Puebla,€130K,GK
M. Melbourne,18,England,58,West Bromwich Albion,€230K,LB
M. Gashchenkov,25,Russia,58,Amkar Perm,€150K,LM
D. Tarpey,28,England,58,Barnet,€130K,ST
P. Kavanagh,31,Republic of Ireland,58,Bohemian FC,€110K,RM
M. Araai,21,France,58,AC Ajaccio,€190K,RM
V. Baume,20,Belgium,58,Sporting Charleroi,€170K,GK
B. Bayazit,18,Netherlands,58,Vitesse,€210K,GK
D. Hernández,19,Mexico,58,Necaxa,€160K,LB
M. Sissako,21,France,58,ES Troyes AC,€280K,RW
B. Derksen,18,Netherlands,58,Roda JC Kerkrade,€140K,GK
M. Kula,22,Turkey,58,Kasimpaşa SK,€150K,CB
Javito,18,Spain,58,SD Huesca,€150K,CB
Berrocal,17,Spain,58,Sevilla Atlético,€230K,CB
F. Melivilo,25,Argentina,58,Defensa y Justicia,€160K,RW
A. Dijksteel,20,Netherlands,58,Charlton Athletic,€250K,CM
T. Demirtaş,23,Turkey,58,Gençlerbirliği SK,€130K,GK
G. Brennan,29,Republic of Ireland,58,Drogheda United,€120K,LB
A. Wixted,22,Republic of Ireland,58,Drogheda United,€170K,LW
L. Coccolo,19,Italy,58,Perugia,€240K,LB
M. Edwards,37,England,58,Notts County,€20K,CB
O. Øby,22,Norway,58,Kristiansund BK,€150K,CM
J. Cisotti,24,Italy,58,La Spezia,€180K,ST
Y. Matsushita,23,Japan,58,Vissel Kobe,€200K,CM
T. Bolarinwa,26,England,58,Grimsby Town,€150K,RM
B. Thomas-Asante,18,England,58,Milton Keynes Dons,€260K,LM
L. Grossi,19,Italy,58,Vercelli,€250K,CB
N. Kocik,18,France,58,Valenciennes FC,€160K,GK
W. Wood,20,England,58,Southampton,€220K,LB
Y. Emghames,19,Germany,58,Hannover 96,€240K,LM
D. Kovačić,23,Croatia,58,FC Lugano,€150K,CB
P. Gallacher,37,Scotland,58,Heart of Midlothian,€10K,GK
M. Donohue,19,England,58,Fleetwood Town,€240K,RW
J. Fitzwater,19,England,58,Forest Green,€200K,RB
S. Schäppi,23,Switzerland,58,FC Lugano,€160K,LB
E. Dabo,21,Senegal,58,Valenciennes FC,€160K,CDM
P. Krachunov,28,Bulgaria,58,Sandecja Nowy Sącz,€120K,CB
T. Baller,18,Germany,58,Hannover 96,€260K,LM
M. Majrashi,26,Saudi Arabia,58,Al Faisaly,€140K,CAM
M. Acton,25,Australia,58,Melbourne Victory,€120K,GK
C. Maghoma,19,DR Congo,58,Tottenham Hotspur,€210K,CB
W. Trochim,28,Poland,58,Sandecja Nowy Sącz,€130K,CAM
J. Serafin,21,Poland,58,FK Haugesund,€200K,CAM
R. Ferreira,19,Paraguay,58,Temperley,€240K,RB
D. Foran,27,Republic of Ireland,58,Bray Wanderers,€130K,CB
D. Kemp,18,England,58,West Ham United,€260K,RM
J. Padilla,18,Mexico,58,Pachuca,€260K,RW
M. Villasanti,20,Paraguay,58,Temperley,€190K,RM
G. Kelly,25,Republic of Ireland,58,St. Patrick's Athletic,€160K,RB
A. Al Shammary,21,Saudi Arabia,58,Al Batin,€220K,LM
J. Celestine,19,France,58,Sporting Charleroi,€200K,CB
M. Nani,19,Argentina,58,Temperley,€250K,CB
S. Otayf,26,Saudi Arabia,58,Al Raed,€150K,ST
E. Håland,16,Norway,58,Molde FK,€250K,ST
H. Ndam,18,Cameroon,58,New York Red Bulls,€160K,CB
J. Hooper,23,England,58,Grimsby Town,€190K,LM
D. Lodesani,22,Italy,58,Foggia,€200K,RW
B. Biabi,21,Scotland,58,Hamilton Academical FC,€280K,ST
C. Mepham,19,Wales,58,Brentford,€250K,CB
T. Marijnissen,18,Netherlands,58,NAC Breda,€260K,CAM
Yoo Han Sol,19,Korea Republic,58,Suwon Samsung Bluewings,€180K,RB
E. Bostancı,21,Netherlands,58,Willem II,€200K,ST
A. Muskwe,18,England,58,Leicester City,€260K,ST
B. Levis,24,Canada,58,Vancouver Whitecaps FC,€150K,LM
A. Settembrini,25,Italy,58,Cittadella,€160K,CM
A. Karazor,20,Germany,58,Holstein Kiel,€200K,CDM
T. Doornbusch,17,Netherlands,58,SC Heerenveen,€200K,GK
E. Plummer,22,England,58,Motherwell,€150K,LB
M. Døhr Thychosen,20,Denmark,58,AC Horsens,€220K,ST
L. Ketterer,23,United States,58,Columbus Crew SC,€120K,GK
K. Jameson,18,England,58,West Bromwich Albion,€160K,CB
W. Sarr,21,Germany,58,Rot-Weiß Erfurt,€180K,CB
M. Brouwer,24,Netherlands,58,Heracles Almelo,€120K,GK
C. Weston,30,England,58,Barnet,€120K,CAM
C. Coll,25,Republic of Ireland,58,Finn Harps,€130K,CB
T. Lebeau,18,France,58,Chamois Niortais FC,€260K,CF
M. Eisa,22,Sudan,58,Cheltenham Town,€190K,ST
G. Giannoutsos,18,Greece,58,AEK Athens,€180K,LB
A. Jawo,32,Sweden,58,Djurgårdens IF,€100K,ST
P. Posch,23,Austria,58,FC Admira Wacker Mödling,€150K,LB
J. O'Flynn,33,Republic of Ireland,58,Limerick FC,€80K,ST
R. Borges,25,India,58,,€0,CDM
E. Calderini,29,Italy,58,Foggia,€120K,RM
A. Akhyadov,23,Russia,58,Terek Grozny,€180K,ST
R. Cornwall,22,Republic of Ireland,58,Bohemian FC,€150K,CB
J. O'Hanlon,21,Republic of Ireland,58,St. Patrick's Athletic,€190K,ST
O. Zubkov,20,Ukraine,58,Shakhtar Donetsk,€210K,ST
D. Luydens,18,Netherlands,58,Sparta Rotterdam,€240K,CB
P. Amond,29,Republic of Ireland,58,Newport County,€130K,ST
A. Rufer,21,New Zealand,57,Wellington Phoenix,€150K,CM
M. Kaït,19,Estonia,57,Fulham,€190K,CAM
K. Ishikawa,24,Japan,57,Vegalta Sendai,€100K,GK
N. Kirby,17,England,57,Crystal Palace,€210K,CAM
A. Sobczyk,20,Austria,57,SKN St. Pölten,€230K,ST
A. Shubin,20,Russia,57,FC Ural,€190K,GK
H. Yılmaz,19,Turkey,57,Antalyaspor,€190K,CM
G. Cuomo,19,Italy,57,Crotone,€200K,CB
D. Brock,22,Germany,57,Sportfreunde Lotte,€140K,CM
J. Senior,20,England,57,Luton Town,€180K,LB
M. Smolarczyk,23,Poland,57,Korona Kielce,€140K,ST
Y. Maart,21,South Africa,57,Orlando Pirates,€170K,CDM
G. Shanahan,24,Republic of Ireland,57,Galway United,€140K,CAM
J. Kenny,20,England,57,Everton,€200K,RWB
V. Bezecourt,24,France,57,New York Red Bulls,€150K,LM
F. Due,24,Denmark,57,Randers FC,€100K,GK
R. Arnold,20,Switzerland,57,FC Luzern,€210K,CM
B. Tozer,27,England,57,Newport County,€90K,CM
S. Sharkey,27,Republic of Ireland,57,Sligo Rovers,€100K,RB
O. Patrick,21,England,57,Bradford City,€170K,ST
A. Medina,19,Mexico,57,Deportivo Toluca,€220K,CM
J. León,21,Mexico,57,Club América,€140K,GK
G. Banaziak,20,France,57,Amiens SC Football,€150K,GK
K. Moore,28,Republic of Ireland,57,Bray Wanderers,€100K,RM
S. Collis,36,England,57,Rochdale,€10K,GK
F. Schikowski,19,Poland,57,Lechia Gdańsk,€170K,CAM
N. Ritter,25,Denmark,57,SønderjyskE,€110K,LM
A. Al Suhail,28,Saudi Arabia,57,Al Taawoun,€100K,RM
K. Devaney,26,Republic of Ireland,57,Galway United,€120K,CAM
D. Byrne,24,Republic of Ireland,57,Bohemian FC,€110K,CB
J. Kristoffersen,20,Norway,57,Djurgårdens IF,€170K,ST
N. Das,23,India,57,,€0,LB
A. Okosun,23,Germany,57,AC Horsens,€140K,CM
M. Maier,21,Austria,57,FC Admira Wacker Mödling,€180K,CM
S. Kumagai,20,Japan,57,Ventforet Kofu,€180K,ST
M. Nicoletti,18,Italy,57,Crotone,€190K,LB
C. Johansson,19,Sweden,57,Kalmar FF,€180K,LM
M. Al Baqawi,21,Saudi Arabia,57,Al Fayha,€160K,RB
K. Akca,23,Turkey,57,Fortuna Düsseldorf,€140K,CM
G. Edmundson,19,England,57,Oldham Athletic,€160K,CB
K. Fujimura,23,Japan,57,Vegalta Sendai,€140K,LB
B. Austin,18,England,57,Tottenham Hotspur,€170K,GK
A. Gómez,20,Argentina,57,AIK Solna,€130K,CB
L. Vera,20,Argentina,57,Club Atlético Lanús,€150K,RM
T. Hashiguchi,22,Japan,57,Kashiwa Reysol,€120K,CB
C. Wakefield,17,England,57,Chesterfield,€200K,LM
S. Al Ghamdi,25,Saudi Arabia,57,Al Taawoun,€100K,GK
M. Rosenzweig,21,Germany,57,SpVgg Unterhaching,€130K,LB
S. Stubbs,18,England,57,Crewe Alexandra,€190K,CB
M. Krol,19,Germany,57,Werder Bremen II,€180K,RW
M. Ochieng,20,Australia,57,Adelaide United,€130K,RW
U. Bapoh,18,Germany,57,VfL Bochum,€210K,CM
D. Marino,28,Italy,57,Ternana,€80K,CB
C. Lang,18,England,57,Morecambe,€220K,ST
O. Al Khalaf,20,Saudi Arabia,57,Ettifaq FC,€180K,RM
F. Sollacaro,23,France,57,AC Ajaccio,€110K,GK
K. Mori,20,Japan,57,Ventforet Kofu,€230K,ST
M. Akoto,20,Ghana,57,SV Wehen Wiesbaden,€210K,RB
J. Lucumi,19,Colombia,57,Asociacion Deportivo Cali,€200K,LB
T. Koopmeiners,19,Netherlands,57,AZ Alkmaar,€200K,CDM
M. Oxborrow,22,Australia,57,Brisbane Roar,€140K,CDM
M. Afaker,18,Netherlands,57,Excelsior,€220K,ST
K. Knoyle,20,England,57,Swindon Town,€160K,RB
S. Tanabe,27,Japan,57,F.C. Tokyo,€90K,LM
D. Pender,32,Republic of Ireland,57,Bohemian FC,€60K,LB
S. García,22,Colombia,57,Tigres FC,€170K,ST
D. Tomić,19,Germany,57,1. FC Kaiserslautern,€190K,LM
D. Gorman,21,Northern Ireland,57,Stevenage,€160K,CM
L. Lescano,17,Argentina,57,Chacarita Juniors,€210K,ST
J. Sullivan,26,Republic of Ireland,57,Bray Wanderers,€100K,CM
V. Mustafa,19,Albania,57,1. FC Kaiserslautern,€180K,ST
A. Halme,19,Finland,57,HJK Helsinki,€150K,CB
B. Rivero,21,Argentina,57,Newell's Old Boys,€150K,CDM
J. Vollert,19,Germany,57,Werder Bremen II,€160K,CB
J. Vall,24,Sweden,57,IFK Norrköping,€120K,LB
S. Hraiech,21,Italy,57,Carpi,€150K,CF
A. Holst,24,Denmark,57,FC Helsingør,€130K,ST
M. Kryczka,24,Poland,57,Wisła Płock,€100K,GK
F. El Bakhtaoui,24,France,57,Dundee FC,€150K,ST
O. Ottesen,18,Denmark,57,FC Midtjylland,€120K,GK
J. Ibáñez,21,Argentina,57,Chacarita Juniors,€170K,CAM
J. McKay,20,Scotland,57,Leeds United,€170K,ST
S. Dahlström,20,Finland,57,HJK Helsinki,€170K,CM
N. Mortensen,23,Denmark,57,FC Helsingør,€150K,ST
A. Berezin,24,Russia,57,Arsenal Tula,€110K,GK
P. McKay,20,Scotland,57,Leeds United,€160K,CB
T. Elšnik,19,Slovenia,57,Swindon Town,€220K,LM
D. Rasak,21,Poland,57,Wisła Płock,€140K,CDM
F. Corapi,31,Italy,57,Parma,€90K,CM
S. Rodas,27,Colombia,57,Alianza Petrolera,€80K,GK
O. Sterling-James,23,St Kitts Nevis,57,Mansfield Town,€140K,RM
J. Doyle,20,England,57,Blackburn Rovers,€130K,LM
P. Mazzocchi,21,Italy,57,Parma,€160K,RW
G. Ferreyra,21,Argentina,57,Arsenal de Sarandí,€160K,RB
M. Harzan,28,Saudi Arabia,57,Ohod Club,€100K,CM
G. Maris,21,England,57,Cambridge United,€230K,LM
M. Juel Andersen,19,Denmark,57,Brøndby IF,€160K,CB
B. Sollander,32,Sweden,57,Östersunds FK,€80K,CB
M. Worthington,19,England,57,Yeovil Town,€220K,CM
M. Warren,20,England,57,Rotherham United,€200K,LM
P. Jensen,19,Denmark,57,FC Nordsjælland,€100K,GK
K. Genaro,25,Argentina,57,Patriotas Boyacá FC,€130K,ST
B. Baku,19,Germany,57,1. FSV Mainz 05,€220K,RB
F. Pizzicanella,21,Argentina,57,Atlético Tucumán,€120K,GK
S. Custers,17,Netherlands,57,VVV-Venlo,€170K,GK
D. Cawley,25,Republic of Ireland,57,Galway United,€130K,LM
G. Larsonneur,20,France,57,Stade Brestois 29,€160K,GK
L. Hurtado,22,Colombia,57,Águilas Doradas,€160K,ST
C. Dawson,21,England,57,Sheffield Wednesday,€130K,GK
R. Pyke,19,England,57,Port Vale,€200K,ST
E. Boyle,20,Republic of Ireland,57,Finn Harps,€160K,CM
J. Williams,24,England,57,Rochdale,€140K,LM
M. Sprang,16,Germany,57,FSV Zwickau,€140K,GK
J. Valadez,21,Mexico,57,Monarcas Morelia,€210K,CB
J. Rodríguez,21,Mexico,57,Club León,€150K,CDM
F. Bertoli,20,Italy,57,Brescia,€170K,CAM
H. Föll,19,Germany,57,Hansa Rostock,€220K,CM
C. Day,41,England,57,Stevenage,€10K,GK
W. Cuesta,24,Colombia,57,Deportes Tolima,€100K,GK
T. Adebayo-Rowling,20,England,57,Sligo Rovers,€160K,RB
A. Hlynsson,17,Iceland,57,Brøndby IF,€210K,ST
N. Amamoo,19,Germany,57,Karlsruher SC,€220K,ST
A. Flood,32,Republic of Ireland,57,Bray Wanderers,€80K,CF
L. Bilboe,19,England,57,Rotherham United,€180K,GK
C. Velásquez,19,Colombia,57,Envigado FC,€220K,LM
Y. Horigome,24,Japan,57,Ventforet Kofu,€130K,ST
H. Garba,23,Nigeria,57,Djurgårdens IF,€140K,ST
J. Löwe,18,Germany,57,SG Dynamo Dresden,€210K,CM
A. Bonilla,23,Colombia,57,Tigres FC,€150K,LW
R. Schmid,17,Austria,57,FC Red Bull Salzburg,€230K,CAM
N. Leemhuis,19,Netherlands,57,Heracles Almelo,€150K,CAM
A. Ralston,18,Scotland,57,Celtic,€190K,RB
L. Al Rashdi,22,Saudi Arabia,57,Ettifaq FC,€120K,CDM
M. Warren,25,Australia,57,Perth Glory,€100K,LB
R. Rosenqvist,20,Sweden,57,IF Elfsborg,€150K,CM
E. Orona,18,Mexico,57,Pachuca,€220K,ST
G. Murray,23,Republic of Ireland,57,Bohemian FC,€110K,GK
M. Cheukoua,20,Cameroon,57,SCR Altach,€170K,ST
M. Maroši,23,Slovakia,57,Doncaster Rovers,€100K,GK
J. Tamimi,22,Sweden,57,Jönköpings Södra IF,€140K,LB
M. Raguž,19,Austria,57,LASK Linz,€220K,ST
J. Valencia,17,Colombia,57,CD Los Millionarios Bogota,€210K,ST
F. Canlı,20,Turkey,57,Evkur Yeni Malatyaspor,€170K,LB
C. Durkin,17,United States,57,D.C. United,€180K,CM
A. Elvira,20,Mexico,57,U.N.A.M.,€120K,LB
M. Dekovic,23,Croatia,57,Chicago Fire Soccer Club,€120K,CB
A. Ceylan,19,Germany,57,SC Fortuna Köln,€180K,LW
M. Al Shahrani,21,Saudi Arabia,57,Al Nassr,€150K,CAM
Manu Cedrón,21,Spain,57,CD Lugo,€130K,GK
M. Stevens,19,England,57,Peterborough United,€200K,ST
A. Al Joui,22,Saudi Arabia,57,Al Batin,€180K,LM
B. Sielewski,32,Poland,57,Wisła Płock,€60K,CB
Y. Khormi,19,Saudi Arabia,57,Al Ittihad,€190K,RM
A. García,23,Colombia,57,Atlético Huila,€110K,GK
B. Diakité,19,France,57,Chamois Niortais FC,€170K,RW
A. Campion,27,France,57,Cork City,€120K,CAM
T. Allemand,18,France,57,Chamois Niortais FC,€190K,CB
I. Madi,19,France,57,Nîmes Olympique,€190K,LM
A. Al Yahya,28,Saudi Arabia,57,Ohod Club,€110K,ST
M. Wolfram,20,Germany,57,FC Carl Zeiss Jena,€190K,CAM
F. Brener,19,Argentina,57,Belgrano de Córdoba,€190K,CF
M. Ridenton,21,New Zealand,57,Wellington Phoenix,€140K,RB
J. Thorsen,27,Denmark,57,AC Horsens,€120K,LB
O. Krusnell,18,Sweden,57,Hammarby IF,€150K,LB
Wanderson,22,Brazil,57,AFC Eskilstuna,€130K,CM
R. McCourt,19,Republic of Ireland,57,West Bromwich Albion,€200K,LB
A. Bass,19,England,57,Portsmouth,€140K,GK
B. Martínez,21,Mexico,57,Querétaro,€170K,RW
K. Scherbakov,20,Russia,57,Spartak Moscow,€140K,LB
A. Santopadre,18,Italy,57,Perugia,€170K,GK
E. Ebosse,18,France,57,RC Lens,€190K,LB
A. Wolniewicz,24,Poland,57,Górnik Zabrze,€110K,RB
R. Donelon,21,Republic of Ireland,57,Sligo Rovers,€160K,LWB
A. Helmersen,19,Norway,57,Rosenborg BK,€220K,ST
H. Limb,17,England,57,Burnley,€210K,ST
O. Kiomourtzoglou,19,Germany,57,SpVgg Unterhaching,€200K,CM
T. Figueroa,22,Argentina,57,Vélez Sarsfield,€110K,GK
R. Suzuki,23,Japan,57,Gamba Osaka,€100K,GK
B. Olszewski,21,Poland,57,Górnik Zabrze,€130K,LB
A. Al Shammari,23,Saudi Arabia,57,Al Taawoun,€120K,LB
A. Hunter,21,England,57,Fleetwood Town,€230K,RW
H. Flowers,21,England,57,Burnley,€140K,CB
N. Maná,23,Argentina,57,San Martín de San Juan,€140K,ST
D. Ledecký,23,Poland,57,Górnik Zabrze,€140K,ST
D. Hawkshaw,20,Scotland,57,Kilmarnock,€160K,CM
K. Petratos,19,Australia,57,Newcastle Jets,€220K,LM
T. Williams,33,New Zealand,57,,€0,GK
L. Ovalle,28,Panama,57,Deportes Tolima,€80K,LB
F. Dornebusch,22,Germany,57,VfL Bochum,€120K,GK
F. Buntić,20,Croatia,57,FC Ingolstadt 04,€190K,GK
F. Serraiocco,23,Italy,57,Carpi,€100K,GK
F. Hayakawa,23,Japan,57,Albirex Niigata,€120K,LB
H. Balic,21,Bosnia Herzegovina,57,SKN St. Pölten,€140K,RM
B. Bye,27,Norway,57,Sogndal,€120K,ST
Y. Ito,24,Japan,57,Albirex Niigata,€130K,RM
K. Ahearne-Grant,19,England,57,Charlton Athletic,€220K,CF
N. Freeman,21,England,57,Wycombe Wanderers,€150K,CM
M. O'Leary,20,England,57,Bristol City,€140K,GK
L. Grace,24,Republic of Ireland,57,Shamrock Rovers,€130K,CM
M. Timlin,22,Republic of Ireland,57,Finn Harps,€160K,RM
N. Sakai,24,Japan,57,Albirex Niigata,€110K,CM
T. Gran,18,Norway,57,Lillestrøm SK,€240K,ST
A. Timofeev,21,Russia,57,FC Ural,€130K,GK
J. Meneses,33,Colombia,57,CD America de Cali,€50K,GK
M. Wilks,18,England,57,Accrington Stanley,€220K,RM
M. Chajia,19,Belgium,57,Novara,€170K,CF
J. Ochoa,20,Colombia,57,Envigado FC,€140K,CB
N. Seufert,20,Germany,57,1. FC Kaiserslautern,€230K,CAM
S. Aziz,25,Sweden,57,GIF Sundsvall,€130K,LW
E. Zharikov,19,Russia,57,FC Ural,€180K,GK
G. Mastinu,25,Italy,57,La Spezia,€130K,RW
N. Landgraf,21,Germany,57,Hallescher FC,€130K,LB
A. Fletcher,18,England,57,Plymouth Argyle,€220K,ST
C. Burton,20,England,57,Hull City,€150K,GK
C. Cooper,20,England,57,Forest Green,€180K,CM
M. Najjar,22,Saudi Arabia,57,Al Qadisiyah,€170K,CM
O. Kolak,20,Turkey,57,Antalyaspor,€160K,CB
T. Mauricio,23,France,57,Valenciennes FC,€140K,RW
Kim Moo Gun,20,Korea Republic,57,Jeju United FC,€160K,LW
H. Muñoz,22,Mexico,57,Club Tijuana,€130K,RB
R. Öktem,20,Turkey,57,Alanyaspor,€180K,CDM
H. Traorè,17,Ivory Coast,57,Empoli,€230K,CAM
G. Sava,30,Romania,57,Dundalk,€70K,GK
V. Vujinovic,18,Germany,57,Karlsruher SC,€220K,ST
Y. Martelat,20,France,57,Olympique Lyonnais,€200K,CM
Z. Westbrooke,20,England,57,Brentford,€230K,CM
N. McGinley,20,England,57,Middlesbrough,€200K,LB
D. Srnić,25,Serbia,57,Śląsk Wrocław,€110K,CDM
M. Köbbing,20,Germany,57,1. FC Heidenheim,€160K,GK
R. Cardozo,28,Paraguay,57,Águilas Doradas,€80K,GK
M. Delley,28,Switzerland,57,FC Lausanne-Sports,€100K,RM
Yu In Soo,22,Korea Republic,57,F.C. Tokyo,€150K,LM
J. Earl,18,England,57,Preston North End,€150K,ST
R. Cole,19,England,57,Newport County,€220K,CM
R. Bushiri,17,Belgium,57,KV Oostende,€180K,CB
A. Cavagnera,18,Belgium,57,Standard de Liège,€190K,CDM
Y. Mersin,22,Turkey,57,Crawley Town,€110K,GK
J. Torres,20,Colombia,57,Atlético Bucaramanga,€210K,CDM
N. D'Agostino,19,Australia,57,Brisbane Roar,€170K,ST
D. Casey,19,Republic of Ireland,57,Bohemian FC,€150K,CB
N. Depuy,22,United States,57,Montreal Impact,€140K,ST
M. Nazarit,19,Colombia,57,CD Once Caldas Manizales,€130K,CB
E. Whitehouse,23,England,57,Lincoln City,€160K,CAM
M. Quiñones,21,Colombia,57,Deportivo Pasto,€120K,CB
V. Müller,18,Austria,57,SCR Altach,€160K,CM
G. Chará,21,Colombia,57,Asociacion Deportivo Cali,€150K,CB
J. Hayes,22,United States,57,FC Dallas,€160K,CM
O. Güçtekin,18,Turkey,57,Fenerbahçe SK,€190K,CDM
M. Kelly,19,Scotland,57,Bristol Rovers,€130K,LB
H. Arellano,19,United States,57,LA Galaxy,€160K,CB
N. Bürgy,21,Switzerland,57,FC Thun,€160K,CB
S. Lomónaco,18,Argentina,57,Arsenal de Sarandí,€220K,ST
B. Kasprzak,24,Poland,57,Sandecja Nowy Sącz,€140K,CDM
A. Peñaranda,23,Colombia,57,Corporación Club Deportivo Tuluá,€140K,ST
A. Azbague,22,Morocco,57,Valenciennes FC,€170K,LM
Jong Il Gwan,24,Korea DPR,57,FC Luzern,€140K,ST
U. Fredriksen,18,Norway,57,Sogndal,€190K,CB
L. Fitzgerald,28,Republic of Ireland,57,Bohemian FC,€80K,LB
S. Takahashi,21,Japan,57,Sanfrecce Hiroshima,€140K,RM
C. Miller,19,Scotland,57,Celtic,€200K,ST
A. Pucheta,22,Argentina,57,San Martín de San Juan,€120K,CB
L. Nash,21,England,57,Gillingham,€160K,ST
M. Salmon,28,Republic of Ireland,57,Bray Wanderers,€100K,CM
J. Adelson,21,Australia,57,Newcastle Jets,€160K,RB
C. Brown,25,United States,57,Houston Dynamo,€100K,GK
A. Koita,18,Belgium,57,KAA Gent,€210K,LM
F. Britos,21,Argentina,57,Unión de Santa Fe,€170K,CDM
D. Suga,18,Japan,57,Hokkaido Consadole Sapporo,€220K,RW
M. Lansing,23,United States,57,Aalborg BK,€120K,GK
F. Pardo,20,Argentina,57,Belgrano de Córdoba,€160K,CB
R. Holden,19,Northern Ireland,57,Bristol City,€220K,CM
A. Beestin,19,England,57,Doncaster Rovers,€140K,ST
P. Millien,31,Haiti,57,Finn Harps,€90K,LM
Z. Faour,19,Sweden,57,IK Sirius,€220K,ST
D. Minz,18,Germany,57,RB Leipzig,€140K,CB
I. Paro,22,Burkina Faso,57,Chamois Niortais FC,€150K,CB
T. Iida,22,Japan,57,Shimizu S-Pulse,€120K,RB
Ahn Joong Geun,23,Korea Republic,57,Gangwon FC,€140K,CF
J. Brown,22,Jamaica,57,Cambridge United,€180K,CAM
R. Renner,23,Austria,57,SV Mattersburg,€150K,LM
A. Pearce,20,Australia,57,Central Coast Mariners,€190K,GK
E. Amenyido,19,Germany,57,VVV-Venlo,€220K,LW
D. Wilson,20,England,57,Wolverhampton Wanderers,€180K,ST
A. Madiani,21,France,57,US Quevilly-Rouen,€150K,RM
V. Grodås,25,Norway,57,Sogndal,€110K,LWB
Kim Dong Gi,28,Korea Republic,57,Pohang Steelers,€110K,ST
T. Vialla,21,France,57,AC Ajaccio,€170K,RM
J. Balanta,20,Colombia,57,Asociacion Deportivo Cali,€170K,ST
Park Yi-Young,23,Korea Republic,57,FC St. Pauli,€140K,CB
V. Zigrossi,20,Italy,57,Virtus Entella,€210K,CB
A. Samizadeh,18,Iran,57,Kilmarnock,€220K,ST
M. Yandaş,22,Turkey,57,Medicana Sivasspor,€150K,CDM
L. Bezzat,20,Netherlands,57,VVV-Venlo,€180K,RW
L. Burke,19,England,57,Wigan Athletic,€200K,RB
A. Ba Masoud,21,Saudi Arabia,57,Al Fayha,€180K,LB
V. Bogaerts,19,Netherlands,57,VVV-Venlo,€190K,LW
T. Demol,19,Belgium,57,Royal Excel Mouscron,€220K,CAM
B. Taz,18,Germany,57,1. FC Union Berlin,€230K,RM
B. Dione,20,Belgium,57,Royal Excel Mouscron,€170K,ST
G. Shaw,25,Republic of Ireland,57,Shamrock Rovers,€140K,ST
R. Nzeza,18,France,57,Royal Excel Mouscron,€190K,CB
N. Castrillón,21,Colombia,57,Corporación Club Deportivo Tuluá,€160K,RB
T. Ivanof,19,Belgium,57,KV Kortrijk,€220K,LW
A. Maksimenko,21,Russia,57,FC SKA-Energiya Khabarovsk,€180K,ST
J. Skomsøy Bjerkås,24,Norway,57,Kristiansund BK,€120K,CB
C. González,19,Mexico,57,Club Atlas,€140K,RB
J. Pirttijoki,20,Finland,57,GIF Sundsvall,€140K,CB
A. Gogić,23,Cyprus,57,Hamilton Academical FC,€130K,CDM
